,Unnamed: 0,Voltage Set,Current Set,Voltage Measured,Current Measured,key,Voltage Absolute Error,Voltage Percentage Error (%),Current Absolute Error,Current Percentage Error(%),Upper Error Boundary,Lower Error Boundary,Condition ?
124,124,2.5,1.75,2.49833311,1.75,3,0.00166689,0.0666756000000035,0.0,0.0,0.15062499999999998,-0.15062499999999998,False
125,125,3.0,1.75,2.99852525,1.75,3,0.0014747499999998,0.0491583333333286,0.0,0.0,0.15075,-0.15075,False
126,126,3.5,1.75,3.49812701,1.75,3,0.0018729899999998,0.0535139999999957,0.0,0.0,0.15087499999999998,-0.15087499999999998,False
127,127,4.0,1.75,3.99797296,1.75,3,0.0020270400000002,0.050676000000005,0.0,0.0,0.151,-0.151,False
128,128,4.5,1.75,4.4974196,1.75,3,0.0025804000000002,0.057342222222228,0.0,0.0,0.15112499999999998,-0.15112499999999998,False
129,129,5.0,1.75,4.99835227,1.75,3,0.0016477300000001,0.0329546000000036,0.0,0.0,0.15125,-0.15125,False
130,130,5.5,1.75,5.49864493,1.75,3,0.0013550699999997,0.0246376363636325,0.0,0.0,0.15137499999999998,-0.15137499999999998,False
131,131,6.0,1.75,5.99728303,1.75,3,0.0027169699999998,0.0452828333333303,0.0,0.0,0.1515,-0.1515,False
132,132,6.5,1.75,6.49824217,1.75,3,0.0017578299999998,0.0270435384615361,0.0,0.0,0.15162499999999998,-0.15162499999999998,False
133,133,7.0,1.75,6.99802001,1.75,3,0.0019799899999997,0.0282855714285672,0.0,0.0,0.15175,-0.15175,False
134,134,7.5,1.75,7.49810801,1.75,3,0.0018919899999998,0.0252265333333312,0.0,0.0,0.15187499999999998,-0.15187499999999998,False
135,135,8.0,1.75,7.99748664,1.75,3,0.00251336,0.0314170000000002,0.0,0.0,0.152,-0.152,False
136,136,8.5,1.75,8.49829112,1.75,3,0.0017088800000006,0.0201044705882434,0.0,0.0,0.15212499999999998,-0.15212499999999998,False
137,137,9.0,1.75,8.99838547,1.75,3,0.0016145299999994,0.017939222222216,0.0,0.0,0.15225,-0.15225,False
138,138,9.5,1.75,9.49829404,1.75,3,0.0017059600000006,0.0179574736842176,0.0,0.0,0.15237499999999998,-0.15237499999999998,False
139,139,10.0,1.75,9.99782566,1.75,3,0.0021743399999998,0.0217433999999983,0.0,0.0,0.1525,-0.1525,False
140,140,10.5,1.75,10.498395,1.75,3,0.0016049999999996,0.0152857142857108,0.0,0.0,0.15262499999999998,-0.15262499999999998,False
141,141,11.0,1.75,10.9981996,1.75,3,0.0018004000000004,0.016367272727277,0.0,0.0,0.15275,-0.15275,False
142,142,11.5,1.75,11.4973176,1.75,3,0.0026823999999994,0.0233252173912992,0.0,0.0,0.15287499999999998,-0.15287499999999998,False
143,143,12.0,1.75,11.9991066,1.75,3,0.0008934000000007,0.0074450000000059,0.0,0.0,0.153,-0.153,False
144,144,12.5,1.75,12.4901193,1.75,3,0.0098807,0.0790456000000006,0.0,0.0,0.15312499999999998,-0.15312499999999998,False
145,145,13.0,1.75,12.9919734,1.75,3,0.0080266000000008,0.0617430769230837,0.0,0.0,0.15325,-0.15325,False
146,146,13.5,1.75,13.4890851,1.75,3,0.0109148999999995,0.0808511111111074,0.0,0.0,0.15337499999999998,-0.15337499999999998,False
147,147,14.0,1.75,13.9875786,1.75,3,0.0124213999999991,0.0887242857142795,0.0,0.0,0.1535,-0.1535,False
148,148,14.5,1.75,14.4918128,1.75,3,0.0081872,0.0564634482758624,0.0,0.0,0.15362499999999998,-0.15362499999999998,False
149,149,15.0,1.75,14.9893403,1.75,3,0.0106596999999997,0.0710646666666647,0.0,0.0,0.15375,-0.15375,False
150,150,15.5,1.75,15.4883586,1.75,3,0.0116414000000002,0.0751058064516144,0.0,0.0,0.15387499999999998,-0.15387499999999998,False
151,151,16.0,1.75,15.9918877,1.75,3,0.0081123000000005,0.0507018750000032,0.0,0.0,0.154,-0.154,False
152,152,16.5,1.75,16.4953396,1.75,3,0.0046603999999987,0.0282448484848411,0.0,0.0,0.15412499999999998,-0.15412499999999998,False
153,153,17.0,1.75,16.9880805,1.75,3,0.0119195000000011,0.0701147058823599,0.0,0.0,0.15425,-0.15425,False
154,154,17.5,1.75,17.487003,1.75,3,0.0129969999999985,0.0742685714285633,0.0,0.0,0.15437499999999998,-0.15437499999999998,False
155,155,18.0,1.75,17.9863688,1.75,3,0.0136311999999989,0.075728888888883,0.0,0.0,0.1545,-0.1545,False
156,156,18.5,1.75,18.4908315,1.75,3,0.0091685000000012,0.0495594594594661,0.0,0.0,0.15462499999999998,-0.15462499999999998,False
157,157,19.0,1.75,18.988233,1.75,3,0.0117669999999989,0.061931578947363,0.0,0.0,0.15475,-0.15475,False
158,158,19.5,1.75,19.4852117,1.75,3,0.0147882999999993,0.0758374358974323,0.0,0.0,0.15487499999999998,-0.15487499999999998,False
159,159,20.0,1.75,19.9851246,1.75,3,0.014875400000001,0.0743770000000054,0.0,0.0,0.155,-0.155,False
160,160,0.5,2.0,0.49934002,2.0,4,0.00065998,0.1319960000000009,0.0,0.0,0.15012499999999998,-0.15012499999999998,False
161,161,1.0,2.0,0.998736529,2.0,4,0.001263471,0.1263471000000016,0.0,0.0,0.15025,-0.15025,False
162,162,1.5,2.0,1.49808415,2.0,4,0.00191585,0.1277233333333368,0.0,0.0,0.15037499999999998,-0.15037499999999998,False
163,163,2.0,2.0,1.99795643,2.0,4,0.0020435700000001,0.1021785000000052,0.0,0.0,0.1505,-0.1505,False
164,164,2.5,2.0,2.4978637,2.0,4,0.0021363,0.0854520000000036,0.0,0.0,0.15062499999999998,-0.15062499999999998,False
165,165,3.0,2.0,2.99817389,2.0,4,0.0018261100000001,0.0608703333333367,0.0,0.0,0.15075,-0.15075,False
166,166,3.5,2.0,3.49760765,2.0,4,0.00239235,0.0683528571428583,0.0,0.0,0.15087499999999998,-0.15087499999999998,False
167,167,4.0,2.0,3.99843968,2.0,4,0.0015603199999998,0.0390079999999959,0.0,0.0,0.151,-0.151,False
168,168,4.5,2.0,4.49771211,2.0,4,0.0022878899999998,0.0508419999999966,0.0,0.0,0.15112499999999998,-0.15112499999999998,False
169,169,5.0,2.0,4.99800868,2.0,4,0.0019913200000001,0.0398264000000025,0.0,0.0,0.15125,-0.15125,False
170,170,5.5,2.0,5.49813679,2.0,4,0.0018632099999997,0.0338765454545414,0.0,0.0,0.15137499999999998,-0.15137499999999998,False
171,171,6.0,2.0,5.99799015,2.0,4,0.0020098500000003,0.0334975000000052,0.0,0.0,0.1515,-0.1515,False
172,172,6.5,2.0,6.49839857,2.0,4,0.00160143,0.0246373846153848,0.0,0.0,0.15162499999999998,-0.15162499999999998,False
173,173,7.0,2.0,6.99751872,2.0,4,0.0024812799999995,0.0354468571428512,0.0,0.0,0.15175,-0.15175,False
174,174,7.5,2.0,7.49756505,2.0,4,0.0024349499999996,0.0324659999999947,0.0,0.0,0.15187499999999998,-0.15187499999999998,False
175,175,8.0,2.0,7.99765642,2.0,4,0.0023435799999997,0.0292947499999973,0.0,0.0,0.152,-0.152,False
176,176,8.5,2.0,8.49786844,2.0,4,0.0021315600000004,0.0250771764705938,0.0,0.0,0.15212499999999998,-0.15212499999999998,False
177,177,9.0,2.0,8.99812772,2.0,4,0.0018722800000006,0.0208031111111179,0.0,0.0,0.15225,-0.15225,False
178,178,9.5,2.0,9.49780099,2.0,4,0.00219901,0.0231474736842105,0.0,0.0,0.15237499999999998,-0.15237499999999998,False
179,179,10.0,2.0,9.99845302,2.0,4,0.0015469800000005,0.0154698000000053,0.0,0.0,0.1525,-0.1525,False
180,180,10.5,2.0,10.498258,2.0,4,0.0017420000000001,0.0165904761904774,0.0,0.0,0.15262499999999998,-0.15262499999999998,False
181,181,11.0,2.0,10.9980823,2.0,4,0.0019176999999999,0.0174336363636355,0.0,0.0,0.15275,-0.15275,False
182,182,11.5,2.0,11.4982308,2.0,4,0.0017692,0.0153843478260871,0.0,0.0,0.15287499999999998,-0.15287499999999998,False
183,183,12.0,2.0,11.9985596,2.0,4,0.0014403999999998,0.0120033333333324,0.0,0.0,0.153,-0.153,False
184,184,12.5,2.0,12.4919588,2.0,4,0.0080411999999991,0.0643295999999935,0.0,0.0,0.15312499999999998,-0.15312499999999998,False
185,185,13.0,2.0,12.9879912,2.0,4,0.0120088000000002,0.0923753846153866,0.0,0.0,0.15325,-0.15325,False
186,186,13.5,2.0,13.4897555,2.0,4,0.0102445000000006,0.07588518518519,0.0,0.0,0.15337499999999998,-0.15337499999999998,False
